2026-03-26 14:11:29 | INFO     | __main__ | ==================================================
2026-03-26 14:14:41 | INFO     | src.core.permission_manager | 撤销: 插件 'test_plugin' 的所有权限
2026-03-26 14:14:41 | INFO     | src.core.permission_manager | 批量授权: 插件 'test_plugin' 获得权限: ['file.read', 'file.write']
2026-03-26 14:14:41 | INFO     | src.core.permission_manager | 批量授权: 插件 'test_plugin' 获得权限: ['file.read', 'file.write']
2026-03-26 14:14:41 | INFO     | src.core.permission_manager | 授权: 插件 'test_plugin' 获得权限 'file.read'
2026-03-26 14:14:41 | INFO     | src.core.permission_manager | 授权: 插件 'test_plugin' 获得权限 'file.read'
2026-03-26 14:15:05 | ERROR    | src.core.event_bus | 事件处理器执行失败: plugin.loaded, 订阅ID: 998d7d5d..., 错误: division by zero
Traceback (most recent call last):
  File "/home/jdy/Documents/Github/office/src/core/event_bus.py", line 235, in publish
    handler(event)
  File "/home/jdy/Documents/Github/office/tests/test_event_bus.py", line 126, in <lambda>
    bus.subscribe(EventType.PLUGIN_LOADED, lambda e: 1 / 0)
                                                     ~~^~~
ZeroDivisionError: division by zero
2026-03-26 14:15:05 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:05 | WARNING  | src.core.event_bus | 取消订阅失败: 未找到订阅ID nonexist...
2026-03-26 14:15:05 | INFO     | src.core.permission_manager | 授权: 插件 'test_plugin' 获得权限 'file.read'
2026-03-26 14:15:05 | INFO     | src.core.permission_manager | 批量授权: 插件 'test_plugin' 获得权限: ['file.write', 'file.read']
2026-03-26 14:15:05 | INFO     | src.core.permission_manager | 授权: 插件 'test_plugin' 获得权限 'file.read'
2026-03-26 14:15:05 | INFO     | src.core.permission_manager | 撤销: 插件 'test_plugin' 失去权限 'file.read'
2026-03-26 14:15:05 | INFO     | src.core.permission_manager | 批量授权: 插件 'test_plugin' 获得权限: ['file.write', 'file.read']
2026-03-26 14:15:05 | INFO     | src.core.permission_manager | 撤销: 插件 'test_plugin' 的所有权限
2026-03-26 14:15:05 | INFO     | src.core.permission_manager | 批量授权: 插件 'test_plugin' 获得权限: ['file.write', 'file.read']
2026-03-26 14:15:05 | INFO     | src.core.permission_manager | 批量授权: 插件 'test_plugin' 获得权限: ['file.write', 'file.read']
2026-03-26 14:15:05 | INFO     | src.core.permission_manager | 授权: 插件 'test_plugin' 获得权限 'file.read'
2026-03-26 14:15:05 | INFO     | src.core.permission_manager | 授权: 插件 'test_plugin' 获得权限 'file.read'
2026-03-26 14:15:15 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_create_tables0/test.db
2026-03-26 14:15:15 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_create_tables0/test.db
2026-03-26 14:15:15 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_create_tables0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_get_session0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_get_session0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_get_session0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_session_context_manager0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_session_context_manager0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_session_context_manager0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_session_rollback_on_error0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_session_rollback_on_error0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_session_rollback_on_error0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_context_manager0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_context_manager0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_context_manager0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_create_plugin_record0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_create_plugin_record0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_create_plugin_record0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_unique_plugin_name0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_unique_plugin_name0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_unique_plugin_name0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_create_setting_record0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_create_setting_record0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_create_setting_record0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_create_permission_record0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_create_permission_record0/test.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_create_permission_record0/test.db
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 发现插件: test_plugin v1.0.0 (/tmp/pytest-of-jdy/pytest-32/test_discover_plugins0/plugins/test_plugin)
2026-03-26 14:15:16 | INFO     | src.core.permission_manager | 批量授权: 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件加载成功: mock_plugin
2026-03-26 14:15:16 | INFO     | src.core.permission_manager | 批量授权: 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件加载成功: mock_plugin
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件卸载成功: mock_plugin
2026-03-26 14:15:16 | WARNING  | src.core.plugin_manager | 插件未加载: nonexistent
2026-03-26 14:15:16 | INFO     | src.core.permission_manager | 批量授权: 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件加载成功: mock_plugin
2026-03-26 14:15:16 | INFO     | src.core.permission_manager | 批量授权: 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件加载成功: mock_plugin
2026-03-26 14:15:16 | INFO     | src.core.permission_manager | 批量授权: 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件加载成功: mock_plugin
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件卸载成功: mock_plugin
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.permission_manager | 批量授权: 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件加载成功: mock_plugin
2026-03-26 14:15:16 | INFO     | src.core.permission_manager | 批量授权: 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件 'mock_plugin' 获得权限: ['file.read', 'event.subscribe']
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件加载成功: mock_plugin
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 插件卸载成功: mock_plugin
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_initialize0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_initialize0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_initialize0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_initialize0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_initialize_twice_raises_e0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_initialize_twice_raises_e0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_initialize_twice_raises_e0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_initialize_twice_raises_e0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_event_bus_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_event_bus_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_event_bus_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_event_bus_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_permission_manager_proper0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_permission_manager_proper0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_permission_manager_proper0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_permission_manager_proper0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_plugin_manager_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_plugin_manager_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_plugin_manager_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_plugin_manager_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_database_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_database_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_database_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_database_property0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_shutdown0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_shutdown0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_shutdown0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_shutdown0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_shutdown_clears_event_bus0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_shutdown_clears_event_bus0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_shutdown_clears_event_bus0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_shutdown_clears_event_bus0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_shutdown_clears_event_bus0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_shutdown_clears_event_bus0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_shutdown_clears_event_bus0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_shutdown_clears_event_bus0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_data_directory_created0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_data_directory_created0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_data_directory_created0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_data_directory_created0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_database_file_created0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_database_file_created0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_database_file_created0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_database_file_created0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_init_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_init_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_init_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_init_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_init_context_twice_raises0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_init_context_twice_raises0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_init_context_twice_raises0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_init_context_twice_raises0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_get_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_get_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_get_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始关闭 AppContext...
2026-03-26 14:15:16 | INFO     | src.core.plugin_manager | 所有插件已卸载
2026-03-26 14:15:16 | INFO     | src.core.event_bus | 已清除所有事件订阅
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库连接已关闭: /tmp/pytest-of-jdy/pytest-32/test_get_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 关闭完成
2026-03-26 14:15:16 | INFO     | src.core.app_context | 开始初始化 AppContext...
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库引擎创建: /tmp/pytest-of-jdy/pytest-32/test_shutdown_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.storage.database | 数据库表创建完成: /tmp/pytest-of-jdy/pytest-32/test_shutdown_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | 数据库初始化完成: /tmp/pytest-of-jdy/pytest-32/test_shutdown_context0/data/app.db
2026-03-26 14:15:16 | INFO     | src.core.app_context | AppContext 初始化完成
